txn_id,txn_day,merchant_id,amount,card_type,payment_method,country,device_id
t_0038100,53,m_000,134.48,visa,,GB,d_4452
t_0038211,53,m_004,74.08,amex,,DE,d_16903
t_0038450,53,m_000,48.52,visa,,CA,d_3130
t_0038500,53,m_026,22.84,mastercard,,US,d_16298
t_0038573,53,m_029,6.63,amex,,GB,d_15428
t_0038884,53,m_021,11.54,amex,,US,d_10121
t_0039002,53,m_036,25.27,amex,,BR,d_5185
t_0039230,53,m_010,39.67,amex,,US,d_10904
t_0039246,53,m_027,16.67,visa,,US,d_7042
t_0039679,53,m_020,23.53,mastercard,,GB,d_15502
t_0040205,53,m_033,47.27,amex,,CA,d_21454
t_0040206,53,m_019,131.93,visa,,BR,d_16739
t_0040401,53,m_032,7.88,amex,,BR,d_6612
t_0040807,53,m_023,12.62,amex,,US,d_13756
t_0041041,53,m_017,89.05,visa,,DE,d_19431
t_0041625,53,m_039,5.97,mastercard,,GB,d_21233
t_0042345,53,m_028,46.23,mastercard,,DE,d_18580
t_0042543,53,m_003,21.42,mastercard,,CA,d_15623
t_0042578,53,m_028,2.85,mastercard,,US,d_1026
t_0042604,53,m_026,16.53,mastercard,,CA,d_2657
t_0043059,53,m_000,80.02,visa,,CA,d_19113
t_0043161,53,m_000,6.57,amex,,US,d_2099
t_0043244,53,m_000,14.74,visa,,US,d_9287
t_0043376,53,m_023,50.27,visa,,US,d_2480
t_0043724,53,m_038,16.62,visa,,CA,d_22969
t_0043758,53,m_032,9.93,amex,,GB,d_18874
t_0043951,53,m_030,49.26,amex,,US,d_13795
t_0044190,53,m_035,33.92,mastercard,,US,d_7850
t_0044301,53,m_011,67.71,visa,,US,d_13616
t_0044418,53,m_030,90.65,amex,,US,d_7464
t_0044431,53,m_000,23.29,amex,,GB,d_4606
t_0044542,53,m_029,51.39,amex,,GB,d_9614
t_0044757,53,m_032,12.34,visa,,US,d_7294
t_0044980,53,m_037,84.41,visa,,CA,d_9319
t_0044992,53,m_021,13.65,amex,,CA,d_23864
t_0045126,53,m_016,160.05,amex,,BR,d_15445
t_0045557,53,m_009,28.14,visa,,US,d_9299
t_0045650,53,m_034,93.39,mastercard,,US,d_8678
t_0045687,53,m_008,47.42,visa,,GB,d_937
t_0046179,53,m_013,50.23,mastercard,,US,d_24646
t_0046446,53,m_013,24.16,amex,,US,d_1959
t_0046554,53,m_000,81.43,mastercard,,GB,d_10357
t_0046696,53,m_016,18.38,amex,,CA,d_3929
t_0046715,53,m_026,33.19,amex,,GB,d_15594
t_0046940,53,m_001,69.41,mastercard,,BR,d_8624
t_0047067,53,m_035,16.74,mastercard,,BR,d_4895
t_0047238,53,m_016,17.31,amex,,US,d_12815
t_0047365,53,m_021,31.09,mastercard,,DE,d_4499
t_0047897,53,m_017,100.7,mastercard,,CA,
t_0048008,53,m_003,47.97,mastercard,,US,d_23812
t_0048455,53,m_033,51.88,visa,,US,d_17552
t_0048534,53,m_016,33.26,amex,,US,d_11020
t_0048592,53,m_038,24.57,visa,,US,d_13091
t_0048784,53,m_022,119.77,visa,,US,
t_0049006,53,m_032,140.94,mastercard,,BR,d_6956
t_0049244,53,m_014,63.79,mastercard,,DE,d_23783
t_0049403,53,m_031,177.69,visa,,US,d_13911
t_0049750,53,m_011,179.29,visa,,US,d_15730
t_0049821,53,m_000,25.19,mastercard,,US,d_3838
t_0049982,53,m_014,44.05,amex,,US,d_8054
t_0050017,53,m_038,10.77,amex,,US,d_6615
t_0050039,53,m_011,36.42,amex,,US,d_13628
t_0050040,53,m_012,10.88,amex,,DE,d_7208
t_0050359,53,m_013,73.9,mastercard,,US,d_12405
t_0050549,53,m_025,155.47,amex,,US,d_14447
t_0050803,53,m_024,15.07,amex,,BR,d_4003
t_0051475,53,m_002,303.15,visa,,US,d_10660
t_0051571,53,m_027,955.5,visa,,US,d_19517
t_0051609,53,m_011,11.04,amex,,DE,d_13858
t_0051733,53,m_025,12.72,amex,,DE,d_4466
t_0051763,53,m_008,44.89,mastercard,,GB,d_7056
t_0051970,53,m_038,28.22,amex,,BR,d_14157
t_0052237,53,m_025,230.25,mastercard,,US,d_17462
t_0052432,53,m_036,8.04,mastercard,,US,d_4582
t_0052542,53,m_030,26.51,mastercard,,DE,d_3967
t_0052681,53,m_002,18.79,mastercard,,BR,d_18872
t_0052790,53,m_034,3.44,mastercard,,GB,d_8187
t_0052835,53,m_039,12.0,amex,,GB,d_6641
t_0053125,53,m_038,39.99,visa,,GB,
t_0053224,53,m_009,122.25,visa,,CA,d_2438
t_0053302,53,m_021,3.76,amex,,US,d_9109
t_0053358,53,m_000,4.56,mastercard,,CA,d_18723
t_0053380,53,m_032,4.23,amex,,US,d_24439
t_0053451,53,m_000,388.59,amex,,US,d_5796
t_0053772,53,m_025,19.27,mastercard,,BR,d_1893
t_0054132,53,m_019,288.11,mastercard,,GB,d_12408
t_0054270,53,m_000,54.63,mastercard,,DE,d_14903
t_0054382,53,m_015,91.9,visa,,DE,d_5862
t_0055296,53,m_037,27.17,visa,,US,d_18526
t_0055676,53,m_001,79.78,amex,,US,d_14680
t_0055986,53,m_011,267.92,amex,,US,d_17819
t_0056062,53,m_030,23.11,visa,,US,d_21079
t_0056120,53,m_017,9.87,visa,,US,d_9629
t_0056489,53,m_023,45.5,visa,,US,d_6410
t_0056673,53,m_021,416.41,visa,,CA,d_8679
t_0057195,53,m_008,24.82,visa,,CA,d_5363
t_0057245,53,m_010,380.55,amex,,CA,d_739
t_0057902,53,m_000,6.52,mastercard,,US,d_24659
t_0058047,53,m_022,19.54,mastercard,,CA,
t_0058684,53,m_014,14.82,amex,,US,
t_0058691,53,m_002,17.78,mastercard,,BR,d_2834
t_0058721,53,m_014,23.18,visa,,US,d_18465
t_0058746,53,m_031,16.86,mastercard,,US,d_19577
t_0059080,53,m_025,4.72,amex,,CA,d_19797
t_0059084,53,m_006,58.63,amex,,BR,d_10368
t_0059131,53,m_032,17.63,mastercard,,CA,d_16757
t_0059139,53,m_025,12.91,amex,,DE,d_2603
t_0059151,53,m_025,26.67,amex,,US,d_2252
t_0059887,53,m_000,63.03,visa,,GB,d_13742
t_0000202,54,m_007,54.97,visa,,US,
t_0000612,54,m_033,362.9,visa,,US,d_21361
t_0000615,54,m_014,126.67,amex,,GB,d_7144
t_0000657,54,m_024,123.4,mastercard,,BR,d_22652
t_0001220,54,m_030,41.81,visa,,GB,d_19647
t_0001234,54,m_009,154.68,visa,,DE,d_7120
t_0001363,54,m_038,21.43,visa,,CA,d_21635
t_0001488,54,m_004,122.48,visa,,GB,d_5430
t_0001532,54,m_026,22.56,visa,,US,d_22730
t_0001570,54,m_025,190.11,amex,,US,d_5419
t_0002092,54,m_010,87.16,mastercard,,DE,d_23148
t_0002324,54,m_039,126.43,mastercard,,GB,d_4125
t_0002600,54,m_014,91.21,visa,,BR,d_21098
t_0002712,54,m_000,12.77,mastercard,,DE,d_16985
t_0003149,54,m_022,77.49,mastercard,,CA,d_2955
t_0003483,54,m_018,25.09,visa,,BR,d_23221
t_0003881,54,m_000,112.48,amex,,US,d_12160
t_0003964,54,m_016,51.28,visa,,BR,d_634
t_0003970,54,m_000,49.58,mastercard,,GB,d_3073
t_0004363,54,m_020,16.77,mastercard,,GB,d_15241
t_0004472,54,m_033,42.19,visa,,US,d_1271
t_0005049,54,m_025,129.24,visa,,CA,d_14618
t_0005465,54,m_015,61.98,visa,,CA,d_23008
t_0005725,54,m_020,18.31,visa,,US,d_19978
t_0005742,54,m_008,14.25,visa,,US,d_11489
t_0006245,54,m_000,15.45,visa,,DE,d_12524
t_0006279,54,m_016,16.78,mastercard,,US,d_11867
t_0006343,54,m_032,42.43,amex,,BR,d_9223
t_0006350,54,m_011,4.63,visa,,US,d_1447
t_0006371,54,m_000,36.07,amex,,BR,d_13521
t_0006853,54,m_037,25.16,mastercard,,CA,d_7765
t_0006947,54,m_039,44.28,mastercard,,DE,d_5266
t_0007528,54,m_006,10.61,amex,,CA,d_14306
t_0007850,54,m_002,195.94,mastercard,,CA,d_6127
t_0008315,54,m_000,26.63,mastercard,,US,d_7434
t_0008993,54,m_005,15.75,mastercard,,CA,d_12758
t_0009219,54,m_015,5.75,visa,,US,d_3033
t_0009230,54,m_000,10.51,visa,,BR,d_13740
t_0009410,54,m_005,102.94,amex,,DE,d_14648
t_0010085,54,m_025,16.22,amex,,DE,d_15700
t_0010577,54,m_025,6.32,mastercard,,US,d_22320
t_0010861,54,m_000,50.36,visa,,GB,d_13115
t_0011217,54,m_018,18.77,visa,,CA,d_5110
t_0011420,54,m_029,316.72,mastercard,,US,d_24604
t_0011445,54,m_033,42.16,amex,,BR,d_13557
t_0012007,54,m_012,102.71,mastercard,,GB,d_7857
t_0012045,54,m_014,423.53,mastercard,,US,d_23991
t_0012115,54,m_000,46.37,amex,,CA,
t_0012149,54,m_039,57.36,visa,,US,d_7154
t_0012268,54,m_005,23.14,amex,,DE,d_15453
t_0012425,54,m_000,24.26,mastercard,,DE,d_24468
t_0012495,54,m_003,33.5,amex,,GB,d_17061
t_0012560,54,m_000,25.38,visa,,US,d_585
t_0012962,54,m_000,52.18,mastercard,,CA,d_4530
t_0013116,54,m_023,4.58,visa,,BR,d_18999
t_0013171,54,m_005,12.04,amex,,US,d_41
t_0013298,54,m_000,243.41,visa,,US,d_19247
t_0013485,54,m_027,6.2,mastercard,,US,d_6162
t_0015359,54,m_019,10.08,visa,,US,d_20332
t_0015435,54,m_011,22.89,amex,,US,d_17261
t_0015548,54,m_017,43.98,visa,,US,d_22665
t_0015729,54,m_029,99.15,amex,,BR,d_11004
t_0015807,54,m_006,93.76,amex,,BR,d_16385
t_0016324,54,m_000,5.08,amex,,BR,d_10762
t_0016848,54,m_000,90.34,visa,,US,d_7105
t_0016890,54,m_000,27.23,visa,,BR,d_6786
t_0017042,54,m_003,83.32,visa,,US,d_15771
t_0017222,54,m_008,48.88,visa,,GB,d_2282
t_0017331,54,m_000,123.48,amex,,CA,d_14282
t_0017380,54,m_035,33.0,amex,,DE,
t_0017601,54,m_005,9.03,mastercard,,CA,d_19138
t_0017687,54,m_020,27.66,amex,,CA,d_24749
t_0017863,54,m_017,7.07,visa,,US,
t_0018727,54,m_021,12.8,visa,,US,d_23767
t_0018741,54,m_014,117.28,mastercard,,CA,
t_0019237,54,m_032,127.93,amex,,DE,d_20930
t_0019376,54,m_006,242.86,amex,,GB,d_18846
t_0019588,54,m_026,71.45,amex,,BR,d_20167
t_0019822,54,m_026,9.07,visa,,BR,
t_0019942,54,m_027,11.81,amex,,US,d_24536
t_0020019,54,m_000,15.2,mastercard,,US,d_7198
t_0020951,54,m_015,44.58,mastercard,,CA,d_9004
t_0021340,54,m_023,43.61,amex,,BR,d_1260
t_0021387,54,m_011,28.88,mastercard,,GB,d_21355
t_0021557,54,m_027,12.65,visa,,DE,d_22334
t_0021928,54,m_008,134.32,visa,,DE,d_9411
t_0022296,54,m_000,30.59,amex,,GB,d_19069
t_0022546,54,m_023,59.53,mastercard,,CA,
t_0022815,54,m_035,5.29,amex,,DE,d_12239
t_0023091,54,m_034,46.69,mastercard,,BR,d_17036
t_0023131,54,m_008,61.03,mastercard,,DE,d_2176
t_0023320,54,m_021,96.89,mastercard,,GB,d_365
t_0023510,54,m_007,41.83,visa,,CA,d_24768
t_0023517,54,m_016,15.07,amex,,BR,d_18627
t_0023686,54,m_006,27.43,visa,,US,d_9321
t_0023738,54,m_034,31.03,visa,,US,d_24646
t_0023793,54,m_009,80.57,mastercard,,GB,d_98
t_0023915,54,m_015,33.0,visa,,CA,d_298
t_0024696,54,m_031,16.31,mastercard,,DE,d_10394
t_0024795,54,m_004,18.31,visa,,US,d_17608
t_0025342,54,m_011,204.34,amex,,BR,d_939
t_0025562,54,m_006,2.92,visa,,GB,d_15770
t_0025735,54,m_038,67.66,visa,,CA,d_17417
t_0026168,54,m_005,300.7,mastercard,,US,d_9945
t_0026469,54,m_020,7.92,amex,,CA,d_16801
t_0026481,54,m_017,45.73,amex,,US,d_17063
t_0026553,54,m_024,38.5,amex,,GB,d_13976
t_0027006,54,m_007,304.79,amex,,US,d_11616
t_0027086,54,m_000,12.51,amex,,US,d_9275
t_0027131,54,m_031,50.82,amex,,DE,d_12737
t_0027237,54,m_014,88.15,mastercard,,CA,d_23473
t_0027878,54,m_024,34.37,mastercard,,US,d_17783
t_0027930,54,m_000,11.4,amex,,BR,d_24046
t_0028422,54,m_020,8.47,amex,,BR,d_2772
t_0028485,54,m_000,35.14,mastercard,,US,d_17585
t_0028602,54,m_001,47.29,mastercard,,DE,d_22923
t_0028896,54,m_010,17.99,visa,,DE,d_18661
t_0029010,54,m_038,43.12,visa,,BR,d_6344
t_0029055,54,m_000,6.47,visa,,CA,d_9963
t_0029411,54,m_024,155.33,amex,,US,d_20532
t_0029561,54,m_030,5.31,mastercard,,GB,d_477
t_0029567,54,m_008,14.66,amex,,CA,
t_0029885,54,m_000,5.58,visa,,CA,d_13042
t_0030082,54,m_001,46.47,mastercard,,GB,d_13491
t_0030157,54,m_038,135.6,amex,,GB,d_16306
t_0030227,54,m_006,33.5,mastercard,,GB,d_7204
t_0030398,54,m_001,69.74,amex,,US,d_5918
t_0030680,54,m_000,11.37,mastercard,,US,d_4038
t_0030696,54,m_000,63.66,mastercard,,GB,d_5188
t_0030702,54,m_000,15.2,visa,,US,d_16665
t_0030870,54,m_000,50.45,amex,,CA,d_18364
t_0030971,54,m_005,21.07,amex,,US,d_1166
t_0030980,54,m_030,11.92,visa,,GB,d_3170
t_0031264,54,m_029,309.79,mastercard,,BR,d_585
t_0031272,54,m_030,1.59,mastercard,,DE,d_24126
t_0031827,54,m_000,20.19,amex,,US,d_5647
t_0031856,54,m_036,28.26,visa,,GB,d_11363
t_0031900,54,m_000,45.72,visa,,US,d_8925
t_0031940,54,m_005,32.33,visa,,US,d_15158
t_0032042,54,m_011,44.96,visa,,CA,d_8245
t_0032101,54,m_000,43.31,visa,,CA,d_24316
t_0032430,54,m_007,20.59,visa,,DE,d_5302
t_0032824,54,m_000,57.78,mastercard,,BR,d_10755
t_0032867,54,m_034,94.26,mastercard,,CA,d_4471
t_0032886,54,m_035,170.64,amex,,DE,d_24926
t_0032998,54,m_032,40.86,amex,,US,d_8075
t_0033139,54,m_017,37.95,mastercard,,GB,d_21565
t_0033203,54,m_031,18.75,amex,,CA,d_6911
t_0033367,54,m_015,42.02,amex,,DE,d_12188
t_0033467,54,m_015,47.0,visa,,US,d_20445
t_0033612,54,m_031,32.53,mastercard,,US,d_728
t_0033726,54,m_020,8.95,mastercard,,DE,d_2075
t_0033849,54,m_014,22.91,amex,,US,d_21109
t_0033893,54,m_023,49.62,amex,,US,d_19745
t_0034054,54,m_000,89.87,amex,,GB,d_18968
t_0034237,54,m_001,76.28,amex,,BR,d_21631
t_0034316,54,m_036,31.86,mastercard,,BR,d_23856
t_0034812,54,m_006,123.07,mastercard,,GB,d_17549
t_0035119,54,m_000,247.96,visa,,US,
t_0035275,54,m_031,16.27,mastercard,,DE,d_12992
t_0035297,54,m_029,10.43,mastercard,,BR,d_10568
t_0035412,54,m_000,4.67,visa,,GB,d_830
t_0035532,54,m_037,66.95,amex,,BR,d_9505
t_0035557,54,m_000,36.08,amex,,GB,d_3897
t_0035745,54,m_000,120.83,amex,,GB,d_24888
t_0035833,54,m_010,25.17,visa,,US,d_23927
t_0036114,54,m_038,114.24,amex,,US,d_16503
t_0036206,54,m_006,127.69,amex,,BR,d_18436
t_0036376,54,m_023,148.84,mastercard,,CA,d_5017
t_0036703,54,m_014,14.13,amex,,GB,d_15025
t_0037011,54,m_013,97.1,visa,,CA,d_22150
t_0037681,54,m_000,7.67,visa,,US,d_18751
t_0037759,54,m_008,22.3,mastercard,,US,d_17811
t_0037868,54,m_007,8.22,mastercard,,US,d_14763
t_0037898,54,m_009,12.39,amex,,US,
t_0037983,54,m_016,9.47,mastercard,,DE,d_14985
t_0038533,54,m_018,163.45,mastercard,,GB,d_2866
t_0038780,54,m_031,50.01,amex,,DE,d_23737
t_0038787,54,m_031,24.01,mastercard,,DE,d_4027
t_0038882,54,m_000,366.04,amex,,GB,d_14481
t_0038998,54,m_021,21.94,amex,,US,d_2857
t_0039007,54,m_014,15.54,mastercard,,US,d_23938
t_0039058,54,m_000,72.56,visa,,CA,d_4884
t_0039476,54,m_026,33.21,mastercard,,CA,d_1346
t_0039527,54,m_029,13.89,visa,,US,d_21697
t_0039652,54,m_000,65.99,amex,,BR,d_12472
t_0039664,54,m_038,11.08,visa,,US,d_3140
t_0039982,54,m_008,183.4,mastercard,,US,d_20317
t_0040138,54,m_037,4.94,visa,,CA,d_21177
t_0040305,54,m_007,247.88,amex,,US,d_23175
t_0040368,54,m_031,31.29,amex,,US,d_5620
t_0040812,54,m_008,19.94,amex,,US,d_15469
t_0040830,54,m_039,182.18,visa,,US,d_8658
t_0040965,54,m_007,28.13,mastercard,,CA,d_2268
t_0041291,54,m_034,67.27,visa,,US,d_12027
t_0041319,54,m_015,28.14,mastercard,,US,d_6311
t_0041330,54,m_009,15.83,amex,,US,d_16883
t_0041376,54,m_000,16.19,mastercard,,US,d_3737
t_0041384,54,m_007,9.39,mastercard,,US,d_4805
t_0041444,54,m_029,5.15,mastercard,,DE,d_24459
t_0041465,54,m_000,66.36,amex,,US,d_10506
t_0041601,54,m_003,40.26,amex,,GB,d_23666
t_0041637,54,m_000,44.07,visa,,DE,d_5274
t_0041879,54,m_039,11.39,visa,,US,d_5313
t_0042042,54,m_008,6.01,mastercard,,BR,d_8239
t_0042273,54,m_037,95.08,amex,,GB,d_5898
t_0042402,54,m_024,19.14,visa,,DE,d_16459
t_0043133,54,m_002,48.07,mastercard,,CA,d_10179
t_0043397,54,m_030,73.05,mastercard,,GB,d_14865
t_0043635,54,m_036,186.02,visa,,US,d_16844
t_0043959,54,m_004,7.33,mastercard,,US,d_331
t_0044421,54,m_038,47.82,amex,,GB,d_3040
t_0044551,54,m_005,2.41,amex,,US,d_23799
t_0044679,54,m_011,15.21,visa,,GB,d_4378
t_0044766,54,m_028,17.03,mastercard,,US,d_1850
t_0044895,54,m_035,28.9,amex,,DE,d_16506
t_0045254,54,m_035,67.76,amex,,CA,d_17884
t_0045442,54,m_021,4.98,mastercard,,US,d_2975
t_0045506,54,m_018,18.59,amex,,CA,d_10050
t_0045824,54,m_019,66.94,mastercard,,US,d_10963
t_0046328,54,m_013,53.02,amex,,GB,d_23370
t_0046535,54,m_032,78.62,mastercard,,US,d_23306
t_0046563,54,m_005,21.03,mastercard,,GB,d_12671
t_0046789,54,m_000,50.31,amex,,GB,d_14850
t_0046903,54,m_022,42.81,amex,,US,d_18907
t_0047031,54,m_005,57.25,amex,,GB,d_5774
t_0047203,54,m_012,11.8,amex,,CA,d_6817
t_0047204,54,m_029,12.28,amex,,DE,d_6243
t_0047456,54,m_035,24.36,amex,,US,d_15708
t_0047552,54,m_007,51.86,visa,,US,d_23941
t_0047570,54,m_014,9.26,mastercard,,BR,d_16743
t_0047643,54,m_014,35.89,mastercard,,DE,d_8378
t_0047696,54,m_031,27.76,visa,,BR,d_3891
t_0047761,54,m_026,9.11,mastercard,,GB,d_20417
t_0048017,54,m_035,8.01,mastercard,,GB,d_24084
t_0048034,54,m_000,15.0,mastercard,,US,d_434
t_0048563,54,m_031,49.81,amex,,BR,d_4516
t_0048698,54,m_012,22.99,visa,,GB,d_7116
t_0048944,54,m_037,163.97,visa,,US,d_16169
t_0048993,54,m_004,13.63,visa,,US,d_7300
t_0049008,54,m_014,52.47,mastercard,,US,d_21386
t_0049066,54,m_022,27.52,amex,,BR,d_22802
t_0049739,54,m_028,20.2,amex,,US,d_10049
t_0049828,54,m_031,245.03,visa,,US,d_5089
t_0050290,54,m_038,10.06,mastercard,,DE,d_12584
t_0050540,54,m_005,44.78,visa,,BR,d_15317
t_0050761,54,m_000,73.07,visa,,US,d_15118
t_0050832,54,m_034,40.29,mastercard,,US,d_20473
t_0051068,54,m_032,12.69,visa,,US,d_13536
t_0051077,54,m_021,9.61,visa,,BR,d_1172
t_0051474,54,m_008,3.87,amex,,CA,d_2631
t_0051568,54,m_027,17.73,amex,,US,d_13170
t_0051623,54,m_015,37.18,visa,,BR,d_639
t_0051789,54,m_000,115.89,amex,,BR,
t_0052060,54,m_002,139.0,mastercard,,US,d_16573
t_0052385,54,m_029,39.2,visa,,US,d_18799
t_0052850,54,m_001,793.79,amex,,US,d_8838
t_0053110,54,m_014,32.4,visa,,US,d_6451
t_0053165,54,m_003,26.33,mastercard,,US,d_2312
t_0053182,54,m_031,7.78,mastercard,,CA,d_6812
t_0053355,54,m_000,113.26,amex,,GB,d_1527
t_0053383,54,m_011,6.22,visa,,BR,d_10156
t_0053421,54,m_030,15.38,visa,,US,d_11492
t_0053654,54,m_011,14.6,mastercard,,BR,d_4259
t_0053786,54,m_019,5.92,amex,,CA,d_7611
t_0053865,54,m_019,18.02,mastercard,,CA,d_11659
t_0053940,54,m_024,9.96,amex,,CA,d_9162
t_0054281,54,m_004,41.28,mastercard,,DE,d_23588
t_0054593,54,m_024,40.52,amex,,DE,d_19903
t_0054659,54,m_016,128.23,mastercard,,BR,d_8929
t_0054679,54,m_026,22.12,visa,,BR,d_19051
t_0055001,54,m_030,33.66,mastercard,,CA,d_860
t_0055064,54,m_037,56.97,amex,,DE,d_1196
t_0055167,54,m_037,345.61,visa,,BR,d_10900
t_0056100,54,m_020,53.73,mastercard,,BR,d_18970
t_0056150,54,m_000,6.11,visa,,DE,
t_0056269,54,m_027,93.94,visa,,BR,d_21070
t_0056321,54,m_000,55.71,mastercard,,US,d_4829
t_0056461,54,m_000,196.22,mastercard,,US,d_21558
t_0056516,54,m_035,7.86,amex,,US,d_20607
t_0057253,54,m_019,87.17,visa,,US,d_9602
t_0057288,54,m_039,13.26,amex,,DE,d_4200
t_0057508,54,m_000,66.76,amex,,US,d_16532
t_0057681,54,m_033,23.99,mastercard,,DE,d_7030
t_0057827,54,m_008,33.52,visa,,US,d_24346
t_0058086,54,m_030,57.6,visa,,US,d_4687
t_0058696,54,m_004,33.21,visa,,CA,d_12909
t_0058724,54,m_000,106.72,mastercard,,CA,d_8954
t_0058726,54,m_000,16.77,mastercard,,US,d_12616
t_0058949,54,m_000,187.4,mastercard,,DE,d_6947
t_0059159,54,m_012,138.73,mastercard,,GB,d_4226
t_0059260,54,m_001,157.23,amex,,US,d_4643
t_0059280,54,m_002,56.69,visa,,BR,d_23358
t_0059407,54,m_034,65.64,mastercard,,US,d_21895
t_0059793,54,m_011,2.93,amex,,DE,d_22253
t_0059844,54,m_000,34.36,mastercard,,GB,d_17486
t_0059949,54,m_034,24.01,amex,,GB,d_153
t_0000050,55,m_034,14.19,amex,,DE,d_16989
t_0000067,55,m_000,50.94,mastercard,,DE,d_14784
t_0000217,55,m_000,7.27,mastercard,,US,
t_0000239,55,m_007,9.37,amex,,DE,d_21839
t_0000264,55,m_000,22.65,visa,,CA,d_24700
t_0000282,55,m_011,66.24,mastercard,,BR,d_2046
t_0000777,55,m_031,187.3,visa,,US,d_21186
t_0000829,55,m_000,3.57,amex,,GB,d_20444
t_0000904,55,m_017,5.38,mastercard,,GB,d_19622
t_0000919,55,m_038,135.74,mastercard,,US,d_4682
t_0001075,55,m_003,78.26,visa,,BR,d_21446
t_0001414,55,m_013,17.42,visa,,GB,d_5131
t_0001415,55,m_035,16.93,amex,,US,d_12063
t_0001427,55,m_000,145.88,mastercard,,CA,d_16631
t_0001587,55,m_000,8.91,mastercard,,BR,d_24817
t_0001601,55,m_000,26.78,mastercard,,US,d_21942
t_0001611,55,m_005,82.53,visa,,GB,d_1626
t_0001746,55,m_032,192.96,visa,,CA,d_10604
t_0001754,55,m_000,6.47,amex,,US,d_5994
t_0002021,55,m_008,50.57,mastercard,,US,d_13831
t_0002049,55,m_008,26.35,mastercard,,US,d_11109
t_0002471,55,m_029,28.02,amex,,US,d_16188
t_0002630,55,m_032,35.28,amex,,GB,d_10741
t_0002686,55,m_017,195.14,visa,,CA,d_17536
t_0002949,55,m_013,31.14,amex,,CA,d_9655
t_0003030,55,m_031,32.19,mastercard,,CA,d_24259
t_0003071,55,m_000,70.49,amex,,CA,d_13634
t_0003447,55,m_038,82.68,visa,,CA,d_1066
t_0003516,55,m_013,3.31,mastercard,,DE,d_7159
t_0003555,55,m_023,22.31,mastercard,,GB,d_14126
t_0003644,55,m_033,2.82,amex,,US,d_13425
t_0003945,55,m_035,36.1,mastercard,,US,d_6379
t_0003981,55,m_026,58.36,amex,,GB,d_8354
t_0004266,55,m_000,79.49,visa,,US,d_3338
t_0004287,55,m_005,20.71,visa,,US,d_18766
t_0004424,55,m_012,11.89,visa,,DE,d_5932
t_0004502,55,m_008,20.56,mastercard,,CA,d_19813
t_0004585,55,m_008,19.1,mastercard,,US,d_15449
t_0004638,55,m_003,273.72,visa,,US,d_7027
t_0004738,55,m_022,3.27,mastercard,,US,d_1574
t_0005253,55,m_022,8.46,visa,,GB,d_1446
t_0005339,55,m_020,184.96,visa,,GB,d_21650
t_0005809,55,m_033,29.56,mastercard,,GB,d_17347
t_0005950,55,m_000,4.67,amex,,US,d_16033
t_0005972,55,m_027,12.28,mastercard,,US,d_21956
t_0006338,55,m_018,43.58,amex,,US,d_13088
t_0006358,55,m_010,13.09,visa,,DE,d_16981
t_0006409,55,m_013,2.8,amex,,CA,d_10299
t_0006675,55,m_008,18.89,amex,,GB,d_6627
t_0006764,55,m_036,50.56,amex,,US,d_2998
t_0007295,55,m_005,13.76,amex,,DE,d_14712
t_0007502,55,m_004,9.88,visa,,CA,d_1635
t_0007515,55,m_000,12.65,mastercard,,US,d_5436
t_0007521,55,m_010,25.17,amex,,DE,d_20178
t_0007676,55,m_031,69.1,visa,,US,d_17657
t_0007740,55,m_019,42.1,amex,,GB,d_1026
t_0008091,55,m_020,37.09,mastercard,,BR,d_7193
t_0008578,55,m_028,77.58,amex,,US,d_1785
t_0008767,55,m_023,304.91,mastercard,,US,d_26
t_0008852,55,m_014,8.5,amex,,BR,d_24804
t_0009471,55,m_035,18.95,amex,,US,d_396
t_0009493,55,m_008,11.04,visa,,CA,d_4474
t_0009570,55,m_033,2.34,visa,,CA,d_7347
t_0009642,55,m_019,138.45,visa,,DE,d_16179
t_0010119,55,m_033,25.99,visa,,DE,d_21042
t_0010495,55,m_029,1167.81,amex,,DE,d_359
t_0010859,55,m_018,15.12,amex,,US,d_13721
t_0011125,55,m_008,7.01,amex,,DE,d_16473
t_0011254,55,m_020,24.14,visa,,US,d_21943
t_0011361,55,m_028,17.63,visa,,DE,d_5144
t_0011510,55,m_020,84.71,visa,,DE,d_6315
t_0011757,55,m_029,73.67,amex,,CA,d_1136
t_0011843,55,m_009,96.29,amex,,US,d_8088
t_0011847,55,m_000,61.63,visa,,US,
t_0011948,55,m_002,13.87,amex,,US,d_13677
t_0012191,55,m_006,22.87,amex,,US,d_22072
t_0012248,55,m_003,55.45,visa,,CA,d_841
t_0012345,55,m_000,29.32,mastercard,,DE,d_22856
t_0012589,55,m_007,42.42,mastercard,,CA,d_22940
t_0012651,55,m_030,12.54,mastercard,,BR,d_12934
t_0013132,55,m_029,30.53,amex,,US,d_23210
t_0013370,55,m_000,7.57,mastercard,,US,d_19407
t_0013446,55,m_035,578.23,visa,,GB,d_14358
t_0013705,55,m_039,8.62,amex,,GB,d_7539
t_0014120,55,m_031,16.27,mastercard,,US,d_20614
t_0014366,55,m_012,47.73,visa,,GB,d_11323
t_0014540,55,m_029,33.06,amex,,US,d_4450
t_0014606,55,m_037,4.06,visa,,CA,d_19513
t_0014692,55,m_013,13.77,amex,,CA,d_6151
t_0014992,55,m_003,300.53,mastercard,,CA,d_9783
t_0015362,55,m_025,88.84,visa,,US,d_14620
